,lwe_thickness,total_thickness_of_water_storage
1999-05-31,,0.5501302083284827
1999-06-30,,0.4095052083284827
1999-07-31,,-0.012369791671517305
1999-08-31,,-2.9576822916715173
1999-09-30,,-4.309244791671517
1999-10-31,,-3.4811197916715173
1999-11-30,,-2.5358072916715173
1999-12-31,,-0.3873697916715173
2000-01-31,,1.2454427083284827
2000-02-29,,3.5110677083284827
2000-03-31,,6.870442708328483
2000-04-30,,4.706380208328483
2000-05-31,,-0.6686197916715173
2000-06-30,,-2.8717447916715173
2000-07-31,,-2.8483072916715173
2000-08-31,,-1.8795572916715173
2000-09-30,,-1.6373697916715173
2000-10-31,,-1.3561197916715173
2000-11-30,,-1.5670572916715173
2000-12-31,,-1.2076822916715173
2001-01-31,,-0.3639322916715173
2001-02-28,,0.4720052083284827
2001-03-31,,2.0657552083284827
2001-04-30,,3.8626302083284827
2001-05-31,,1.3157552083284827
2001-06-30,,0.6204427083284827
2001-07-31,,0.8938802083284827
2001-08-31,,0.0970052083284827
2001-09-30,,3.2454427083284827
2001-10-31,,2.4095052083284827
2001-11-30,,1.0501302083284827
2001-12-31,,3.1985677083284827
2002-01-31,,4.065755208328483
2002-02-28,,4.768880208328483
2002-03-31,,5.800130208328483
2002-04-30,10.169204731598425,2.8313802083284827
2002-05-31,7.669061542202406,2.9407552083284827
2002-06-30,,1.9641927083284827
2002-07-31,,1.7610677083284827
2002-08-31,4.932111774518361,5.237630208328483
2002-09-30,2.982456351864335,0.4485677083284827
2002-10-31,3.3510945309390623,1.4329427083284827
2002-11-30,6.494089546690449,5.675130208328483
2002-12-31,6.875702093918289,5.464192708328483
2003-01-31,8.803124688201592,7.347005208328483
2003-02-28,11.340155367722861,5.464192708328483
2003-03-31,9.329742069714294,2.8782552083284827
2003-04-30,9.057941705075935,0.3391927083284827
2003-05-31,3.235483907562151,-1.1373697916715173
2003-06-30,,-3.9186197916715173
2003-07-31,-1.5862143762140517,-5.504557291671517
2003-08-31,-5.131032041682596,-7.934244791671517
2003-09-30,-7.172230546388598,-8.629557291671517
2003-10-31,-5.303004948780313,-6.582682291671517
2003-11-30,-6.329189398279163,-6.301432291671517
2003-12-31,-2.848788233336351,-4.715494791671517
2004-01-31,-2.2638097733057876,-0.8795572916715173
2004-02-29,6.316870800060999,1.7141927083284827
2004-03-31,3.707988891753991,0.3079427083284827
2004-04-30,2.4538301264808826,-1.0279947916715173
2004-05-31,0.16956671869772655,-1.0045572916715173
2004-06-30,-0.04140781106055663,-1.0436197916715173
2004-07-31,1.3398596520921413,-0.6217447916715173
2004-08-31,-3.2666039785196794,-3.3404947916715173
2004-09-30,-4.626083025868032,-4.762369791671517
2004-10-31,-6.111561216138343,-4.340494791671517
2004-11-30,-1.3037949133415072,-1.2389322916715173
2004-12-31,-0.6034040638276112,-0.1529947916715173
2005-01-31,1.0953180138065033,1.5423177083284827
2005-02-28,6.460749503634987,3.6282552083284827
2005-03-31,7.147209944713797,3.4329427083284827
2005-04-30,3.0202582008032532,0.5657552083284827
2005-05-31,3.3227549666994047,0.1673177083284827
2005-06-30,-0.24482401329411357,-1.7154947916715173
2005-07-31,-0.8762500524547947,-0.3639322916715173
2005-08-31,0.2139520241601589,1.0970052083284827
2005-09-30,-3.0757049213637293,-0.9342447916715173
2005-10-31,-5.559067853911953,-1.5826822916715173
2005-11-30,-5.915900281200498,-2.0983072916715173
2005-12-31,-1.8463348002247844,-0.2701822916715173
2006-01-31,1.6894695659283971,1.4485677083284827
2006-02-28,3.9822989731846326,2.1282552083284827
2006-03-31,6.286686648175411,3.2688802083284827
2006-04-30,5.596156049237056,3.9095052083284827
2006-05-31,1.2336344935926178,1.5032552083284827
2006-06-30,0.924370984417558,0.8704427083284827
2006-07-31,-5.415524549766065,-3.0748697916715173
2006-08-31,-3.37343947007143,-2.2154947916715173
2006-09-30,-4.2389834248132585,-2.4029947916715173
2006-10-31,-7.561032748155887,-3.7623697916715173
2006-11-30,-5.91949094753114,-1.7467447916715173
2006-12-31,-3.8439398215014737,-1.6139322916715173
2007-01-31,-1.1839924960148376,1.1907552083284827
2007-02-28,4.012336952515048,2.9485677083284827
2007-03-31,5.205674411694576,3.6048177083284827
2007-04-30,0.983724446565347,-0.6529947916715173
2007-05-31,-2.055350921641586,-3.0123697916715173
2007-06-30,-2.1333783182609896,-1.6373697916715173
2007-07-31,-1.5508507278210573,-0.1998697916715173
2007-08-31,-1.7096972071227339,-0.8326822916715173
2007-09-30,-1.5255421290377922,0.2454427083284827
2007-10-31,-1.9100312051959563,0.7454427083284827
2007-11-30,1.8206552854044873,2.3938802083284827
2007-12-31,4.590288039136839,3.7376302083284827
2008-01-31,1.4190603043362735,2.7845052083284827
2008-02-29,4.371256835336576,2.4173177083284827
2008-03-31,8.097355864888419,3.5266927083284827
2008-04-30,7.737569743850767,4.354817708328483
2008-05-31,3.926959854010528,1.4954427083284827
2008-06-30,-3.1692098366791335,-2.0670572916715173
2008-07-31,-4.261443643607574,-2.4264322916715173
2008-08-31,-3.028076082521719,-2.6139322916715173
2008-09-30,-5.635528084437955,-2.6608072916715173
2008-10-31,-6.468071664465208,-2.0279947916715173
2008-11-30,-5.063602808107255,-0.6764322916715173
2008-12-31,-1.7308202682523237,0.5970052083284827
2009-01-31,-0.8349106232068294,0.3079427083284827
2009-02-28,0.5151038068558722,0.8626302083284827
2009-03-31,4.422972967640737,4.073567708328483
2009-04-30,1.5409115241922298,1.9407552083284827
2009-05-31,-1.8145990915760624,-0.035807291671517305
2009-06-30,-2.9994778995535682,1.0032552083284827
2009-07-31,-1.479228758839139,3.3001302083284827
2009-08-31,-6.0648858990920305,0.8235677083284827
2009-09-30,-7.525477755594888,-1.9342447916715173
2009-10-31,-6.539913939163992,-0.1373697916715173
2009-11-30,-5.165823801017014,2.4563802083284827
2009-12-31,0.07170235680921855,3.5266927083284827
2010-01-31,3.607129594422142,4.815755208328483
2010-02-28,5.019827728254098,5.534505208328483
2010-03-31,4.7737871598089905,3.8782552083284827
2010-04-30,3.5698949245016305,1.3079427083284827
2010-05-31,4.534235342217299,0.7063802083284827
2010-06-30,4.0987443204009155,0.7298177083284827
2010-07-31,0.5635482587736989,-3.1920572916715173
2010-08-31,2.226496008321325,1.9407552083284827
2010-09-30,2.917670057065286,4.440755208328483
2010-10-31,3.9054983734253623,2.7376302083284827
2010-11-30,8.00548935163301,2.8626302083284827
2010-12-31,11.80870337999792,6.268880208328483
2011-01-31,,6.893880208328483
2011-02-28,12.716303918171079,4.190755208328483
2011-03-31,10.61823480741783,0.8235677083284827
2011-04-30,9.247367071673006,-1.4029947916715173
2011-05-31,4.751305101394768,-4.285807291671517
2011-06-30,,-4.902994791671517
2011-07-31,1.8651388591819467,-1.5358072916715173
2011-08-31,5.815061479464596,0.7923177083284827
2011-09-30,1.50471159390531,-1.0436197916715173
2011-10-31,-0.5216546393450159,-2.2858072916715173
2011-11-30,-0.7767446496738426,-4.309244791671517
2011-12-31,,-2.1686197916715173
2012-01-31,7.274037593466126,3.0188802083284827
2012-02-29,7.448645571524894,2.3391927083284827
2012-03-31,7.115735004619336,0.4954427083284827
2012-04-30,6.777728301706093,-1.1451822916715173
2012-05-31,,-3.2858072916715173
2012-06-30,-0.9193420737125315,-3.2233072916715173
2012-07-31,1.1061677880196903,-0.3170572916715173
2012-08-31,-1.0067430192668239,-2.3951822916715173
2012-09-30,-3.706759875480296,-3.2233072916715173
2012-10-31,,-2.8014322916715173
2012-11-30,-0.23830933845671265,-1.8873697916715173
2012-12-31,-0.3836558108207861,0.9876302083284827
2013-01-31,5.337027702732729,3.5266927083284827
2013-02-28,7.802348731741037,4.378255208328483
2013-03-31,,3.0345052083284827
2013-04-30,8.177449527785477,1.3079427083284827
2013-05-31,7.764450770790762,1.3860677083284827
2013-06-30,7.864678978335644,5.628255208328483
2013-07-31,4.976286857747599,0.8626302083284827
2013-08-31,,-1.1451822916715173
2013-09-30,,-1.0045572916715173
2013-10-31,0.19087341103730504,0.003255208328482695
2013-11-30,2.9679624283336787,1.2141927083284827
2013-12-31,2.535711621632453,0.9798177083284827
2014-01-31,2.9415872964042693,0.4798177083284827
2014-02-28,,-0.5592447916715173
2014-03-31,3.273818046434207,-2.2076822916715173
2014-04-30,2.5232871923179667,-2.4654947916715173
2014-05-31,-0.18538193880983234,-1.1139322916715173
2014-06-30,-1.2537243844299082,-2.0748697916715173
2014-07-31,,-1.1373697916715173
2014-08-31,-2.2727807460142566,-0.1139322916715173
2014-09-30,-1.5988378110205623,0.7220052083284827
2014-10-31,-3.048380801223498,0.7688802083284827
2014-11-30,0.13595939204620489,-0.1764322916715173
2014-12-31,,0.1282552083284827
2015-01-31,4.477677190851677,3.5345052083284827
2015-02-28,6.017421171115696,2.3391927083284827
2015-03-31,3.394249881978528,0.3626302083284827
2015-04-30,1.7070667409903444,0.1751302083284827
2015-05-31,,-2.0514322916715173
2015-06-30,,-4.027994791671517
2015-07-31,-7.642622458397301,-5.020182291671517
2015-08-31,-8.261391137829111,-5.574869791671517
2015-09-30,-9.799037296534603,-4.895182291671517
2015-10-31,,-4.223307291671517
2015-11-30,,-2.5670572916715173
2015-12-31,-4.9115001720475036,-0.5123697916715173
2016-01-31,-2.5190514208724926,-1.1608072916715173
2016-02-29,1.9532353158536815,0.9329427083284827
2016-03-31,3.3217631607688576,1.2923177083284827
2016-04-30,,0.3548177083284827
2016-05-31,-1.1104689399711858,-2.0670572916715173
2016-06-30,-1.9807951414331169,-0.8404947916715173
2016-07-31,-2.003430087014647,-1.2858072916715173
2016-08-31,-3.4591777275755256,-2.0514322916715173
2016-09-30,,-4.777994791671517
2016-10-31,,-3.4108072916715173
2016-11-30,-3.326929435188122,-1.6295572916715173
2016-12-31,-2.5167558561128685,-1.2076822916715173
2017-01-31,-0.7953894757061676,0.3313802083284827
2017-02-28,,-0.1139322916715173
2017-03-31,0.1844067771424237,1.4016927083284827
2017-04-30,0.5133751993324016,0.4798177083284827
2017-05-31,-1.0577676828068223,-0.4108072916715173
2017-06-30,-8.182928523077814,-3.3170572916715173
2017-07-31,,-1.5123697916715173
2017-08-31,,-1.7936197916715173
2017-09-30,,-3.1217447916715173
2017-10-31,,-1.6373697916715173
2017-11-30,,0.1516927083284827
2017-12-31,,1.8235677083284827
2018-01-31,,3.3235677083284827
2018-02-28,,1.9407552083284827
2018-03-31,,0.4798177083284827
2018-04-30,,-0.2076822916715173
2018-05-31,,-3.9186197916715173
2018-06-30,-4.097719469111339,-6.270182291671517
2018-07-31,-7.57145689187863,-8.965494791671517
2018-08-31,,-12.449869791671517
2018-09-30,,-12.395182291671517
2018-10-31,-13.904109390087736,-13.004557291671517
2018-11-30,-14.89040813341641,-12.285807291671517
2018-12-31,-9.167565413205876,-7.918619791671517
2019-01-31,-2.576594533176162,-1.6920572916715173
2019-02-28,-5.258433822752215,-0.2779947916715173
2019-03-31,-2.2109691325191925,0.5657552083284827
2019-04-30,-1.3693169761261186,-1.9576822916715173
2019-05-31,-4.060163299399188,-2.6061197916715173
2019-06-30,-8.401642751630757,-3.5514322916715173
2019-07-31,-12.170984699365242,-7.145182291671517
2019-08-31,-14.792064895836477,-6.606119791671517
2019-09-30,-14.948909580194728,-6.856119791671517
2019-10-31,-13.903039811272166,-3.5904947916715173
2019-11-30,-12.810342125429994,-3.2467447916715173
2019-12-31,-9.129306299969445,-2.5670572916715173
