,E,total_evaporation
1980-01-01,0.06849430028142567,
1980-02-01,0.2773117678339427,
1980-03-01,0.7157665831470155,
1980-04-01,1.5418954622232723,
1980-05-01,2.150499742490427,
1980-06-01,2.6298946711888416,
1980-07-01,2.250373188037785,
1980-08-01,2.0268223534138783,
1980-09-01,1.189516096958036,
1980-10-01,0.4636138252106295,
1980-11-01,0.18834830557112678,
1980-12-01,0.14848920510666058,
1981-01-01,0.11025257233853968,0.13432195109705772
1981-02-01,0.17583356068247608,0.2628495352608817
1981-03-01,0.9283339311164513,0.5668485703006867
1981-04-01,1.587652174367009,1.9475011189778646
1981-05-01,2.47452131138053,3.2267488048922632
1981-06-01,2.5021883229619535,3.2397135416666667
1981-07-01,2.389311957188616,3.043755315965222
1981-08-01,1.9937922044990417,2.8541990710842993
1981-09-01,1.2399456360883503,1.780487314860026
1981-10-01,0.6570119361601984,0.9212978116927608
1981-11-01,0.3364352835017113,0.33841190338134763
1981-12-01,0.24513024288681287,0.10636904931837513
1982-01-01,0.11690324321781626,0.12575167994345388
1982-02-01,0.18614794583528765,0.25616460187094553
1982-03-01,0.8475419337987954,0.5860059799686554
1982-04-01,1.5897327401034935,1.8846013387044271
1982-05-01,2.437934285021242,3.1098305486863658
1982-06-01,2.770659225634878,3.497053782145182
1982-07-01,2.7528900959856477,3.5877596947454635
1982-08-01,1.9816997759222643,2.8920315157982612
1982-09-01,1.128882298174307,1.8649386088053386
1982-10-01,0.4477318059780205,0.7728369312901651
1982-11-01,0.12295951894623895,0.32313524881998695
1982-12-01,0.16538421903507172,0.14799261093139648
1983-01-01,0.1897588732886406,0.2355366522266019
1983-02-01,0.16741125602799364,0.2264772653579712
1983-03-01,0.7270860651232929,0.4987437340521043
1983-04-01,1.6960351585423856,1.877914047241211
1983-05-01,2.099104656343019,2.7126787247196322
1983-06-01,2.6626107301304835,3.5934969584147134
1983-07-01,2.9069272144640594,3.7554038263136342
1983-08-01,2.086325476936584,2.986565866777974
1983-09-01,1.0756308378294295,1.77271359761556
1983-10-01,0.37032525860678644,0.8915106865667528
1983-11-01,0.16833668481798134,0.22543007532755535
1983-12-01,0.07726058911696264,0.14355344157065114
1984-01-01,0.1158145370365147,0.2016695237928821
1984-02-01,0.21466583673892037,0.24378127065198174
1984-03-01,0.686869819345237,0.5202764695690524
1984-04-01,1.5581068628630268,1.884868367513021
1984-05-01,2.0664464157873055,2.6254405360068045
