,Q$obs$ GRDC,Q$sim$ PCR-GLOBWB (1km)
1958-01,114.41000000000001,169.17767
1958-02,169.97964285714284,215.48286
1958-03,58.350645161290316,178.78122
1958-04,27.296,113.04825
1958-05,36.71032258064517,78.64304
1958-06,46.919666666666664,101.412346
1958-07,50.426774193548404,129.11009
1958-08,58.32387096774194,104.49693
1958-09,114.62433333333334,151.2182
1958-10,118.45677419354843,183.82787
1958-11,57.124666666666684,164.13214
1958-12,82.00806451612904,144.296
1959-01,182.83612903225807,216.45193
1959-02,43.77964285714284,147.98645
1959-03,47.335161290322596,115.917854
1959-04,79.863,120.80752
1959-05,42.210967741935484,95.366806
1959-06,21.877,60.07988
1959-07,22.170967741935485,38.81871
1959-08,16.35774193548387,18.086123
1959-09,9.536333333333333,3.48709
1959-10,27.31129032258065,49.455746
1959-11,60.94766666666666,76.96275
1959-12,152.03064516129032,162.29277
1960-01,191.17258064516133,236.52817
1960-02,144.9875862068966,228.16495
1960-03,77.02225806451612,182.39978
1960-04,60.49366666666666,153.2883
1960-05,23.299354838709675,96.30399
1960-06,15.842666666666664,55.97388
1960-07,17.531935483870967,57.578136
1960-08,31.89612903225806,56.016766
1960-09,71.877,123.559494
1960-10,128.5183870967742,136.76962
1960-11,200.77666666666667,213.29984
1960-12,175.72741935483867,283.6406
1961-01,114.821935483871,224.99937
1961-02,116.43321428571426,213.06894
1961-03,35.23129032258064,143.098
1961-04,56.208666666666666,130.52812
1961-05,52.59580645161291,108.87068
1961-06,16.382666666666662,62.267067
1961-07,14.969677419354836,50.31722
1961-08,20.853870967741933,41.403893
1961-09,18.895333333333333,46.709938
1961-10,58.27935483870968,92.900055
1961-11,42.822999999999986,88.35578
1961-12,112.31451612903226,152.71158
1962-01,137.96612903225807,156.41069
1962-02,83.13321428571426,155.9833
1962-03,35.93451612903226,111.35039
1962-04,94.966,120.36665
1962-05,37.16870967741935,95.11675
1962-06,16.57466666666666,49.571777
1962-07,12.367096774193552,40.45451
1962-08,34.90129032258065,63.30252
1962-09,52.78766666666668,75.121796
1962-10,24.189354838709683,69.46354
1962-11,55.30133333333333,85.899635
1962-12,78.53193548387097,110.18336
1963-01,22.097096774193545,83.99251
1963-02,29.498928571428575,62.86622
1963-03,129.9067741935484,112.22784
1963-04,76.29800000000002,124.605644
1963-05,38.328064516129025,113.674675
1963-06,21.91766666666666,83.079
1963-07,26.16161290322581,57.154858
1963-08,15.950322580645159,38.399467
1963-09,25.66866666666666,47.12495
1963-10,25.282903225806454,52.464787
1963-11,129.16,133.45358
1963-12,39.99838709677419,109.1552
1964-01,28.635806451612904,77.00426
1964-02,35.48206896551724,60.509586
1964-03,62.71806451612903,91.376236
1964-04,34.37833333333333,78.89616
1964-05,35.37774193548386,63.79388
1964-06,19.40633333333334,63.920494
1964-07,16.143870967741936,36.27904
1964-08,12.445806451612903,28.292706
1964-09,10.035666666666668,21.42554
1964-10,24.03451612903226,47.90539
1964-11,37.35633333333333,49.410213
1964-12,119.99548387096773,126.37652
1965-01,162.59096774193554,172.6568
1965-02,28.598928571428555,131.11923
1965-03,76.75612903225804,112.29436
1965-04,51.02800000000002,89.91348
1965-05,43.763225806451615,89.69308
1965-06,30.89966666666667,76.97552
1965-07,22.799677419354836,67.37322
1965-08,17.82258064516129,49.17498
1965-09,62.12999999999999,112.054565
1965-10,38.16709677419353,82.66473
1965-11,72.34433333333332,128.82253
1965-12,297.4041935483871,211.75874
1966-01,95.50677419354837,210.05966
1966-02,152.91392857142858,202.91574
1966-03,72.23677419354838,171.18535
1966-04,105.86533333333334,175.35648
1966-05,56.10419354838708,146.61732
1966-06,30.592,121.643745
1966-07,19.52258064516129,80.62815
1966-08,30.79967741935483,83.3343
1966-09,26.854666666666667,75.5386
1966-10,64.38354838709677,122.43293
1966-11,90.66699999999999,117.11717
1966-12,184.08580645161294,203.195
1967-01,76.19774193548388,200.9097
1967-02,103.31642857142856,187.02477
1967-03,98.57451612903223,187.89796
1967-04,30.924333333333333,136.85544
1967-05,85.11161290322579,148.36514
1967-06,32.58733333333333,94.488075
1967-07,17.167096774193546,55.480015
1967-08,23.759032258064515,36.92551
1967-09,40.358,94.71361
1967-10,140.71322580645162,157.0392
1967-11,85.76233333333334,203.90114
1967-12,95.62870967741937,185.56476
1968-01,178.9403225806452,212.02408
1968-02,57.4589655172414,180.53601
1968-03,72.94387096774194,126.70926
1968-04,40.366666666666674,103.62687
