,lwe_thickness,total_thickness_of_water_storage
1990-07-31,,-2.753129316297418
1990-08-31,,-5.620316816297418
1990-09-30,,-4.057816816297418
1990-10-31,,-2.741410566297418
1990-11-30,,0.977339433702582
1990-12-31,,5.102339433702582
1991-01-31,,8.008589433702582
1991-02-28,,9.688276933702582
1991-03-31,,10.809370683702582
1991-04-30,,8.309370683702582
1991-05-31,,6.848433183702582
1991-06-30,,4.746870683702582
1991-07-31,,-0.760941816297418
1991-08-31,,-5.112504316297418
1991-09-30,,-7.745316816297418
1991-10-31,,-7.323441816297418
1991-11-30,,-4.241410566297418
1991-12-31,,-1.975785566297418
1992-01-31,,0.985151933702582
1992-02-29,,3.547651933702582
1992-03-31,,5.965620683702582
1992-04-30,,6.430464433702582
1992-05-31,,1.434370683702582
1992-06-30,,-2.764848066297418
1992-07-31,,-9.167191816297418
1992-08-31,,-17.128129316297418
1992-09-30,,-18.928910566297418
1992-10-31,,-15.870316816297418
1992-11-30,,-8.428910566297418
1992-12-31,,-4.803910566297418
1993-01-31,,-2.350785566297418
1993-02-28,,0.33671443370258203
1993-03-31,,2.824995683702582
1993-04-30,,5.082808183702582
1993-05-31,,-1.096879316297418
1993-06-30,,-6.217973066297418
1993-07-31,,-6.163285566297418
1993-08-31,,-7.503129316297418
1993-09-30,,-6.237504316297418
1993-10-31,,-6.182816816297418
1993-11-30,,-4.831254316297418
1993-12-31,,-1.800004316297418
1994-01-31,,3.367964433702582
1994-02-28,,6.055464433702582
1994-03-31,,8.801558183702582
1994-04-30,,9.071089433702582
1994-05-31,,5.883589433702582
1994-06-30,,4.250776933702582
1994-07-31,,-4.971879316297418
1994-08-31,,-12.073441816297418
1994-09-30,,-14.464066816297418
1994-10-31,,-14.436723066297418
1994-11-30,,-11.546098066297418
1994-12-31,,-7.034379316297418
1995-01-31,,-3.217973066297418
1995-02-28,,0.785933183702582
1995-03-31,,3.754683183702582
1995-04-30,,7.239058183702582
1995-05-31,,4.961714433702582
1995-06-30,,-1.987504316297418
1995-07-31,,-7.721879316297418
1995-08-31,,-12.760941816297418
1995-09-30,,-12.534379316297418
1995-10-31,,-11.495316816297418
1995-11-30,,-8.448441816297418
1995-12-31,,-6.085160566297418
1996-01-31,,-2.807816816297418
