,E,total_evaporation
1980-01-01,0.0208518351692567,
1980-02-01,0.08811473319750614,
1980-03-01,0.22599044109072416,
1980-04-01,1.3971655757105381,
1980-05-01,1.9965022193474395,
1980-06-01,2.6670703262952182,
1980-07-01,2.665948599383596,
1980-08-01,1.9009782792679772,
1980-09-01,1.1060121410376216,
1980-10-01,0.534630091902003,
1980-11-01,0.27488398314341406,
1980-12-01,0.1704275786558166,
1981-01-01,0.028564876767965132,0.16890655025359122
1981-02-01,0.06140560615121327,0.2962423052106585
1981-03-01,0.5864587795846744,0.6619824440248551
1981-04-01,1.3543558989005915,1.8844998677571614
1981-05-01,2.643532765334203,4.040001407746346
1981-06-01,3.0947629708208084,4.326175944010417
1981-07-01,2.7691185921547015,4.1026911581716226
1981-08-01,1.876432770379452,2.8188924481791835
1981-09-01,1.1098259209835286,1.7285194396972656
1981-10-01,0.6347998745229255,0.8124202605216734
1981-11-01,0.3100526441181745,0.2941325505574544
1981-12-01,0.23261106125273653,0.16250897992041805
1982-01-01,0.01578475107962251,0.1911419899232926
1982-02-01,0.08469966612232824,0.2404334204537528
1982-03-01,0.5674524641979112,0.6560310240714781
1982-04-01,1.4856491234810913,1.9016056060791016
1982-05-01,2.3719068696531735,3.5926319245369203
1982-06-01,2.663720585801988,3.7743502298990887
1982-07-01,2.5863059602015843,3.65197261687248
1982-08-01,2.241698552493743,3.187964654737903
1982-09-01,1.2328680999642605,2.0155506134033203
1982-10-01,0.42185533830486827,0.7070580144082347
1982-11-01,0.13110164890578718,0.28890727361043295
1982-12-01,0.11419616480138471,0.17875568328365202
1983-01-01,0.011359813236755174,0.22282175863942794
1983-02-01,0.06291852131110656,0.2842245783124651
1983-03-01,0.636183108695308,0.7268705060405116
1983-04-01,1.6889835575926349,2.395978800455729
1983-05-01,2.466197696309119,3.7194181872952368
1983-06-01,2.5753331062290497,3.831431833902995
1983-07-01,2.5102335981372255,3.4832323135868197
1983-08-01,2.0175104112144906,3.152799052576865
1983-09-01,1.1429156930763174,2.029017384847005
1983-10-01,0.349804285684638,0.7775264863044985
1983-11-01,0.10887549728406404,0.27041247685750325
1983-12-01,0.028347486268205612,0.1945554517930554
1984-01-01,0.0015656772362450304,0.21918335268574377
1984-02-01,0.08189077334947235,0.26939561449248217
1984-03-01,0.5226161899570139,0.5948407573084677
1984-04-01,1.579039458205629,2.417266591389974
1984-05-01,2.5388249722434675,3.747124948809224
1984-06-01,2.4237414359509293,3.3961997985839845
1984-07-01,2.427174626878803,3.4286019109910533
1984-08-01,1.9376248743579263,2.8996134111958165
1984-09-01,1.144695695712969,1.731151326497396
1984-10-01,0.41899324880192246,0.8791836769350113
1984-11-01,0.10436824718557863,0.2521122137705485
1984-12-01,0.04709040338680995,0.14857318324427451
1985-01-01,0.011289879718288093,0.13961738155734155
1985-02-01,0.017052909827923908,0.17984913076673234
1985-03-01,0.39445507633478033,0.5295352320517263
1985-04-01,1.5497868765318021,2.145424652099609
1985-05-01,2.5372779680332203,3.9035770047095513
1985-06-01,2.6178051592385225,3.7031341552734376
1985-07-01,2.5646038502076363,3.6217097620810232
1985-08-01,2.3371083657082097,3.4533418224703882
1985-09-01,1.1464140875141469,1.730053965250651
1985-10-01,0.4118472705036805,0.7909988895539315
1985-11-01,0.17104480831669516,0.24855206807454427
1985-12-01,0.0881830044803787,0.14664622276060044
1986-01-01,-0.002562510740938986,0.16928011371243384
1986-02-01,0.0475951900249853,0.23109837940761022
1986-03-01,0.6267187139696786,0.6677062126897997
1986-04-01,1.7025134539994333,2.5070205688476563
1986-05-01,2.4278037360977356,3.942382320280998
1986-06-01,2.754010215909956,3.945293426513672
1986-07-01,2.5909787770319124,3.6206761021767893
1986-08-01,2.065856452662265,2.9893230315177672
1986-09-01,0.940800114276117,1.6573014577229819
1986-10-01,0.34145274675086407,0.7533349683207851
1986-11-01,0.11930686850688026,0.2399169603983561
1986-12-01,0.016397657584012588,0.20929613421040197
1987-01-01,0.01059135152596584,0.11431652499783423
1987-02-01,0.07389414179535374,0.2404083183833531
1987-03-01,0.1882857933822164,0.43595627815492694
1987-04-01,1.1922805493038517,1.7770904541015624
1987-05-01,2.2295325532603814,3.385649650327621
1987-06-01,2.766288331626123,3.941540018717448
1987-07-01,2.776401086023362,3.9119604787518902
1987-08-01,1.8466530609749094,2.7440153552639868
1987-09-01,1.1101175278305175,1.7331392923990885
1987-10-01,0.30965769025231055,0.8997662451959425
1987-11-01,0.20955740823251182,0.21553993225097656
1987-12-01,0.07531699889704198,0.14930708177628055
1988-01-01,0.04448669224968513,0.14780987462689799
1988-02-01,0.1719316163574824,0.2773843962570717
1988-03-01,0.5054394390316203,0.5714630619172127
1988-04-01,1.5228906188836955,2.1992060343424478
1988-05-01,2.4002131992093,3.7299826837355092
1988-06-01,2.5766431629623368,3.50095698038737
1988-07-01,2.988938076607696,4.189934515183972
1988-08-01,2.0508598292626723,3.0562480803458922
1988-09-01,1.1037065963259411,1.8110926310221354
1988-10-01,0.37306237100392914,0.9025751544583228
1988-11-01,0.10958284223703633,0.23105502128601074
1988-12-01,0.012998627994060553,0.15171549397130166
1989-01-01,0.04434536018236405,0.2206940035666189
1989-02-01,0.20673607166740218,0.40087880407060894
1989-03-01,0.8581373187718248,0.7901957727247669
1989-04-01,1.7284456769611631,2.461448160807292
1989-05-01,2.4313836565143707,3.6957188267861643
1989-06-01,2.854150564807028,3.822795613606771
1989-07-01,2.5879600388229225,3.6678855649886595
1989-08-01,2.034236083375603,2.9084962414157007
1989-09-01,1.168650314958748,1.7682512919108073
