,lwe_thickness,total_thickness_of_water_storage
1996-05-31,,4.831130198943356
1996-06-30,,-0.9305885510566441
1996-07-31,,-4.667038746369144
1996-08-31,,-5.195114918244144
1996-09-30,,-5.611008472931644
1996-10-31,,-5.416123219025394
1996-11-30,,-2.084030933869144
1996-12-31,,7.954543284880856
1997-01-31,,16.927565745818356
1997-02-28,,18.116896800505856
1997-03-31,,11.363112620818356
1997-04-30,,4.597548655974606
1997-05-31,,1.829116038787106
1997-06-30,,0.40443342159960594
1997-07-31,,-1.208481617462894
1997-08-31,,-3.129563160431644
1997-09-30,,-4.148728199494144
1997-10-31,,-5.556809254181644
1997-11-30,,-0.17979509402539406
1997-12-31,,5.368178538787106
1998-01-31,,10.058242015349606
1998-02-28,,10.693373851287106
1998-03-31,,6.493483714568356
1998-04-30,,4.271742991912106
1998-05-31,,3.551345042693356
1998-06-30,,0.29725568722460594
1998-07-31,,-4.656906910431644
1998-08-31,,-6.437851734650394
1998-09-30,,-7.048203297150394
1998-10-31,,-4.778855152619144
1998-11-30,,-4.557907886994144
1998-12-31,,-2.087876148712894
1999-01-31,,1.655959300505856
1999-02-28,,2.195815257537106
1999-03-31,,2.319838695037106
1999-04-30,,0.5075218005058559
1999-05-31,,0.6690208239433559
1999-06-30,,-2.457505054962894
1999-07-31,,-5.502365894806644
1999-08-31,,-6.174118824494144
1999-09-30,,-4.492722340119144
1999-10-31,,-3.321335621369144
1999-11-30,,0.20045392941210594
1999-12-31,,2.212050609099606
2000-01-31,,3.232741527068356
2000-02-29,,2.080763988005856
2000-03-31,,-0.15080339480664406
2000-04-30,,2.106581859099606
2000-05-31,,1.426650218474606
2000-06-30,,-1.105698414337894
2000-07-31,,-5.480576344025394
2000-08-31,,-7.119431324494144
2000-09-30,,-8.091477222931644
2000-10-31,,-5.646347828400394
2000-11-30,,1.175856761443356
2000-12-31,,5.169997386443356
2001-01-31,,10.537184886443356
2001-02-28,,12.167067698943356
2001-03-31,,12.030776195037106
2001-04-30,,6.965285472380856
2001-05-31,,5.503249339568356
2001-06-30,,-1.372727222931644
2001-07-31,,-4.306931324494144
2001-08-31,,-6.842942066681644
2001-09-30,,-7.929062672150394
2001-10-31,,-7.310837574494144
2001-11-30,,-5.731369801056644
2001-12-31,,-4.825241871369144
2002-01-31,,-2.872361011994144
2002-02-28,,-2.809311695587894
2002-03-31,,-2.140549488556644
2002-04-30,-0.7630860571013649,-1.215561695587894
2002-05-31,0.7752813528223336,-1.107651539337894
2002-06-30,,-4.048142261994144
2002-07-31,,-7.328659840119144
2002-08-31,-5.250566616890001,-7.602707691681644
2002-09-30,-3.492525317963569,-6.453232594025394
2002-10-31,0.7523380844696903,-5.372544117462894
2002-11-30,2.682411579135233,-3.827683277619144
2002-12-31,6.765646680563181,2.146681956755856
2003-01-31,6.182669361986495,5.103835277068356
2003-02-28,7.8801315666222855,9.060073070037106
2003-03-31,6.325107543264198,10.262221507537106
2003-04-30,8.225582890816037,7.996535472380856
2003-05-31,7.688296184271042,6.542922191130856
2003-06-30,,-0.036240406525394064
2003-07-31,-2.424002253483399,-5.288620777619144
2003-08-31,-5.126566166033123,-7.757065601837894
2003-09-30,-2.2907933667926064,-6.103623219025394
2003-10-31,-1.2534254786934222,-3.064072437775394
2003-11-30,6.176628107976855,3.302870921599606
2003-12-31,9.846905649443439,7.173964671599606
2004-01-31,9.061946645140235,8.533400706755856
2004-02-29,10.464509261910605,8.875014476287106
2004-03-31,11.904488507028457,9.490309886443356
2004-04-30,11.407930425036007,10.555495433318356
2004-05-31,10.497610250156496,9.699050120818356
2004-06-30,2.950768662851449,1.315138988005856
2004-07-31,0.6469599299117544,-4.279953785431644
2004-08-31,0.8966324327147379,-6.782700367462894
2004-09-30,-0.03855586528487864,-7.070603199494144
2004-10-31,-2.013308743929283,-7.839402027619144
2004-11-30,0.4663292866063966,-5.756821461212894
2004-12-31,5.102415592168279,-3.787522144806644
2005-01-31,5.897708233448123,-3.176010914337894
2005-02-28,2.3501656227703354,-1.762192554962894
2005-03-31,2.1330544999289143,-1.450424976837894
2005-04-30,0.9898570118106298,-1.562119312775394
2005-05-31,1.5065321277595063,-2.942795582306644
2005-06-30,-2.027964366130658,-6.228745289337894
2005-07-31,-6.102431003103036,-8.424301929962894
2005-08-31,-7.033848246108634,-9.396225758087894
2005-09-30,-7.747928060541204,-9.212509937775394
2005-10-31,-6.7843683925471625,-7.431382008087894
2005-11-30,-2.156583929222015,-2.006943531525394
2005-12-31,2.382882877683086,1.266738109099606
2006-01-31,2.1722320408875015,3.934218577849606
2006-02-28,0.36166957986499126,4.306044749724606
2006-03-31,2.4908632228000616,6.267531566130856
2006-04-30,3.712150841314573,2.848769359099606
2006-05-31,1.5058404032798074,-1.460923023712894
2006-06-30,-1.99416336407141,-6.048752613556644
2006-07-31,-4.939290157510749,-7.765000172150394
2006-08-31,-7.842238768818568,-9.128708668244144
2006-09-30,-7.528201835796946,-7.802292652619144
2006-10-31,-1.2703699914994153,-5.885727711212894
2006-11-30,2.9969598874685834,-4.036118336212894
2006-12-31,5.183162979685826,-1.438645191681644
2007-01-31,1.9315098939609652,-1.981736011994144
2007-02-28,1.4231228814541432,0.38111799191210594
2007-03-31,4.4401825250347535,1.688796214568356
2007-04-30,6.094384968910512,6.996840648162106
2007-05-31,5.849331458972409,4.426955394255856
2007-06-30,1.9983214021256666,-0.26811296511914406
2007-07-31,-2.1075445444313523,-5.046555347931644
2007-08-31,-2.2909760478417693,-7.254013844025394
2007-09-30,-4.411034789404111,-8.256516285431644
2007-10-31,-2.4116182238352315,-7.208298511994144
2007-11-30,-5.1097556381951215,-7.728989429962894
2007-12-31,-4.050694157496697,-6.457077808869144
2008-01-31,-0.39283703428206057,-4.111008472931644
2008-02-29,0.03155912321772297,-4.125717945587894
2008-03-31,1.1692141798430178,-3.691635914337894
2008-04-30,1.1871169209147803,-1.454819508087894
2008-05-31,1.6917901990735347,1.490126780974606
2008-06-30,5.296733667520004,3.492201976287106
2008-07-31,2.120523304723443,-3.069382496369144
2008-08-31,-0.2894146453432718,-6.668015308869144
2008-09-30,-3.786238242681778,-7.320053883087894
2008-10-31,-5.368764619462474,-6.113083668244144
2008-11-30,-1.495186717017417,2.120131663787106
2008-12-31,2.2083787047260586,5.534804515349606
2009-01-31,4.092850107825842,7.985610179412106
2009-02-28,5.376386086656309,11.618788890349606
2009-03-31,2.577047604127553,9.219496898162106
2009-04-30,2.4316899773037277,8.795058421599606
2009-05-31,3.076986474999766,4.757155589568356
2009-06-30,-0.3725314190638372,-1.322129078400394
2009-07-31,-4.342478196216656,-5.503281422150394
2009-08-31,-5.237228111898978,-7.890915699494144
2009-09-30,-8.832617902188675,-8.540573902619144
2009-10-31,-8.168076686538551,-8.199875660431644
2009-11-30,-3.8947677448103497,-5.362473316681644
2009-12-31,0.007207046394876404,-2.426743336212894
2010-01-31,6.587979764084957,5.573805980193356
2010-02-28,4.5465384637771615,8.817336253630856
2010-03-31,4.785745903398728,9.373061351287106
2010-04-30,7.330477485095308,6.369948558318356
2010-05-31,6.780490922246497,5.107497386443356
2010-06-30,2.875170377123514,0.9480125231621059
2010-07-31,-0.7799816623768734,-3.270615406525394
2010-08-31,-2.9757339458623213,-6.448227711212894
2010-09-30,-6.3320377259243115,-7.398545094025394
2010-10-31,-4.233289147212406,-5.008408375275394
2010-11-30,-1.1843628513370368,-3.072434254181644
2010-12-31,2.769126789861108,-0.5663917737128941
2011-01-31,,0.7684470934746059
2011-02-28,5.605137381720636,1.329787425505856
2011-03-31,5.294935360205219,4.194655589568356
2011-04-30,5.764461228537564,1.973708323943356
2011-05-31,0.5123062375281109,-1.052353687775394
2011-06-30,,-3.447190113556644
2011-07-31,-2.4272149599254016,-6.398911304962894
2011-08-31,-4.064473464073053,-8.147507496369144
2011-09-30,-4.894694156628549,-9.231003590119144
2011-10-31,-7.793848173372796,-9.826828785431644
2011-11-30,-7.876159093277989,-3.522934742462894
2011-12-31,,-2.269516773712894
2012-01-31,2.0733020330853957,-2.483872242462894
2012-02-29,-0.8958736061232073,-1.942246265900394
2012-03-31,-4.369599365207637,-4.017502613556644
2012-04-30,-4.101214599931641,-3.092087574494144
2012-05-31,,-2.259873219025394
2012-06-30,-2.962908138844431,-5.790024586212894
2012-07-31,-5.766623988175916,-8.452194996369144
2012-08-31,-8.822121933420142,-10.357895679962894
2012-09-30,-10.86279781798526,-11.054611988556644
2012-10-31,,-6.780503101837894
2012-11-30,-5.04919256382174,0.9911033434746059
2012-12-31,2.8464983197724933,3.281264476287106
2013-01-31,2.255333672909276,5.901503734099606
2013-02-28,3.4002924885263752,11.865187816130856
2013-03-31,,15.834426097380856
2013-04-30,5.15429900478971,14.600295238005856
2013-05-31,8.037107001622527,11.936598948943356
2013-06-30,7.591180355470772,9.640944652068356
2013-07-31,-0.1240585953226448,1.977858714568356
